Post_ID,Handle,Likes,Comments,Engagement,Hashtags,Post_Date,Sentiment_Score,Context
POST000167,@ai_xgtyrj,75622,4317,79939,#Startup #DataScience #CloudComputing #SaaS #MachineLearning #OpenSource,15-01-2024,0.1592,Excited to share this with you all! Drop your thoughts below 👇
POST000168,@taste_u7odko,2808,142,2950,#RecipeOfTheDay #Vegan #MealPrep #Yummy #Foodie,03-09-2024,0.0742,Excited to share this with you all! Drop your thoughts below 👇
POST000169,@sweat_gn6,4800,379,5179,#WorkoutRoutine #HealthyLifestyle #FitFam,15-02-2024,-0.355,"Your questions, answered! Deep dive in the caption."
POST000170,@foodie_agedxq,9746,201,9947,#FoodBlogger #Yummy #Vegan #Foodie #EatLocal,05-12-2025,0.8061,"Your questions, answered! Deep dive in the caption."
POST000171,@saas_2idt81,110212,3967,114179,#DataScience #Tech #OpenSource #Startup #SaaS,15-10-2024,0.4146,"Behind the scenes of my latest project. Real work, real results."
POST000172,@glam_flmr1,72199,2139,74338,#FashionBlogger #FashionWeek #LuxuryFashion,28-11-2024,0.4302,"Behind the scenes of my latest project. Real work, real results."
POST000173,@glam_zh1u9,45438,1896,47334,#Trending #StyleInspo #Streetwear #FashionWeek #Sustainable,26-07-2025,0.4252,"Behind the scenes of my latest project. Real work, real results."
POST000174,@run_q78e5s,16914,320,17234,#WorkoutRoutine #FitFam #FitnessMotivation #Yoga #GymLife,22-03-2025,0.8051,POV: You finally figured out fitness. Life-changing.
POST000175,@explore_qaq,10420,454,10874,#TravelPhotography #HiddenGems #SoloTravel #Backpacker #Explore #Adventure,31-03-2025,0.0112,I tested this for 30 days. Here are the results 🔥
POST000176,@look_j3sw,11462,614,12076,#LuxuryFashion #OOTD #StyleTips #StyleInspo #Streetwear,11-02-2024,0.3264,This is what most people get wrong about fashion.
POST000177,@tech_pnsm9h,17470,801,18271,#Tech #OpenSource #CloudComputing #MachineLearning,09-06-2024,0.6962,"Your questions, answered! Deep dive in the caption."
POST000178,@gym_vbm,15303,867,16170,#CrossFit #Marathon #HealthyLifestyle #WorkoutRoutine #Gains #PersonalTrainer,20-09-2024,0.3401,POV: You finally figured out fitness. Life-changing.
POST000179,@ai_ugyw52,26375,1498,27873,#AI #DataScience #MachineLearning #OpenSource,05-09-2025,0.0309,This changed everything for me. Swipe to see the full story.
POST000180,@saas_v7rx,83432,1101,84533,#OpenSource #DevOps #MachineLearning,25-08-2025,0.2254,"Behind the scenes of my latest project. Real work, real results."
POST000181,@cloud_hzn,92463,3735,96198,#Startup #SaaS #Python #DevOps #AI,14-05-2024,-0.4435,This is what most people get wrong about tech.
POST000182,@build_bhb,52416,2041,54457,#CloudComputing #Tech #DevOps,11-11-2025,0.9035,This changed everything for me. Swipe to see the full story.
POST000183,@dev_vinu,91231,2179,93410,#OpenSource #Tech #SaaS,29-03-2025,0.8168,"Behind the scenes of my latest project. Real work, real results."
POST000184,@voyage_mhgih,25052,957,26009,#Adventure #TravelBlogger #DigitalNomad #Backpacker #BudgetTravel #TravelPhotography,03-08-2024,-0.8621,POV: You finally figured out travel. Life-changing.
POST000185,@mode_n0nhcb,78047,4299,82346,#Streetwear #Sustainable #FashionBlogger #Vintage #OOTD,16-06-2024,-0.0663,POV: You finally figured out fashion. Life-changing.
POST000186,@trend_v1fic,11359,493,11852,#OOTD #Sustainable #Trending #Streetwear #Vintage #StyleTips,10-05-2025,-0.9313,POV: You finally figured out fashion. Life-changing.
POST000187,@saas_p50eoz,117842,2286,120128,#Tech #Startup #DataScience,31-03-2025,-0.2014,"Your questions, answered! Deep dive in the caption."
POST000188,@dev_48l,22777,1466,24243,#OpenSource #Python #DataScience #DevOps,17-09-2025,0.876,This is what most people get wrong about tech.
POST000189,@explore_owp,4768,340,5108,#SoloTravel #TravelBlogger #DigitalNomad,07-05-2025,0.3803,"Not sponsored, just genuinely love this. Here's my honest take."
POST000190,@explore_54r6z,36712,591,37303,#BudgetTravel #SoloTravel #TravelBlogger #Explore #TravelPhotography,02-08-2024,0.5764,"Behind the scenes of my latest project. Real work, real results."
POST000191,@grind_ribl,4281,291,4572,#GymLife #PersonalTrainer #HealthyLifestyle #Yoga #FitFam #CrossFit,11-01-2024,0.3623,Day 58 of my journey — here's what I learned today.
POST000192,@ai_grg,36699,2807,39506,#DevOps #DataScience #SaaS,22-11-2025,-0.1351,Day 43 of my journey — here's what I learned today.
POST000193,@cook_u55oj,26219,485,26704,#MealPrep #Vegan #Foodie #FoodPhotography #HealthyEating,11-08-2024,0.5656,I tested this for 30 days. Here are the results 🔥
POST000194,@trend_hoo,30624,431,31055,#Vintage #OOTD #FashionBlogger #FashionWeek #Trending #LuxuryFashion,14-11-2024,0.9111,"Your questions, answered! Deep dive in the caption."
POST000195,@glam_zr4,11382,790,12172,#StyleTips #Vintage #OOTD #FashionBlogger #LuxuryFashion #Trending,11-07-2025,-0.8069,This is what most people get wrong about fashion.
POST000196,@wander_jev9,15463,715,16178,#BudgetTravel #HiddenGems #DigitalNomad #TravelBlogger,18-02-2025,0.0301,I tested this for 30 days. Here are the results 🔥
POST000197,@chef_acr85x,2648,205,2853,#RecipeOfTheDay #EatLocal #HomeCooking #HealthyEating #Foodie #MealPrep,19-10-2025,0.0832,"Your questions, answered! Deep dive in the caption."
POST000198,@foodie_9dzu,12271,763,13034,#FoodBlogger #Vegan #Foodie,23-01-2025,-0.8266,"Your questions, answered! Deep dive in the caption."
POST000199,@gym_m138ad,60982,1910,62892,#GymLife #Yoga #CrossFit,10-08-2024,-0.4754,I tested this for 30 days. Here are the results 🔥
POST000200,@cloud_opdo,351197,15085,366282,#Startup #OpenSource #DataScience #CloudComputing,19-02-2025,-0.921,"Not sponsored, just genuinely love this. Here's my honest take."
POST000201,@explore_d8a7,26916,1587,28503,#Explore #DigitalNomad #Adventure #HiddenGems #BudgetTravel,09-10-2024,0.5052,Grateful for every one of you. Hit the link in bio for more!
POST000202,@roam_sn7oqc,12684,999,13683,#HiddenGems #SoloTravel #TravelBlogger,28-09-2024,-0.0391,"Behind the scenes of my latest project. Real work, real results."
POST000203,@vogue_fjfyi2,71824,1655,73479,#FashionBlogger #StyleTips #Sustainable,04-09-2025,0.8697,Excited to share this with you all! Drop your thoughts below 👇
POST000204,@eat_vjw,4044,227,4271,#FoodPhotography #FoodBlogger #EatLocal #Foodie #MealPrep,07-10-2025,0.5402,POV: You finally figured out food. Life-changing.
POST000205,@saas_k3wu,71178,1953,73131,#Startup #MachineLearning #DataScience,12-02-2025,-0.3336,POV: You finally figured out tech. Life-changing.
POST000206,@build_ltu3rz,81928,4951,86879,#OpenSource #Startup #Python #Tech #DevOps,31-05-2025,0.8692,Day 26 of my journey — here's what I learned today.
POST000207,@data_2eh,161590,10921,172511,#SaaS #MachineLearning #AI #DataScience #CloudComputing,17-06-2025,0.7173,This changed everything for me. Swipe to see the full story.
POST000208,@sweat_x3boh,80128,4457,84585,#WorkoutRoutine #CrossFit #FitnessMotivation #Gains #FitFam,09-06-2024,-0.7978,This changed everything for me. Swipe to see the full story.
POST000209,@look_29x5,50817,2792,53609,#LuxuryFashion #Vintage #Sustainable #Streetwear #OOTD,29-07-2025,-0.4095,Excited to share this with you all! Drop your thoughts below 👇
POST000210,@wander_6ercq,11914,423,12337,#Wanderlust #HiddenGems #Adventure #SoloTravel #Backpacker #BudgetTravel,22-02-2024,0.0975,This is what most people get wrong about travel.
POST000211,@tech_fpok,135834,2402,138236,#AI #Startup #DevOps,17-12-2025,-0.9359,"Behind the scenes of my latest project. Real work, real results."
POST000212,@globe_bx7v,3930,303,4233,#SoloTravel #HiddenGems #Explore #TravelBlogger #Wanderlust,07-07-2024,0.3672,Excited to share this with you all! Drop your thoughts below 👇
POST000213,@explore_bmoi38,15397,436,15833,#Backpacker #Explore #Adventure #Wanderlust #TravelBlogger #TravelPhotography,14-02-2025,0.301,This is what most people get wrong about travel.
POST000214,@ai_blp1e6,55961,3825,59786,#OpenSource #Python #CloudComputing #DataScience #DevOps,29-08-2024,0.3774,Day 74 of my journey — here's what I learned today.
POST000215,@cloud_7nqhe,260150,17376,277526,#AI #Startup #Tech #CloudComputing #DevOps #SaaS,13-10-2025,-0.3897,POV: You finally figured out tech. Life-changing.
POST000216,@drift_r4nn9,4442,209,4651,#SoloTravel #Explore #Backpacker #TravelBlogger #BudgetTravel,12-12-2024,-0.9208,"Not sponsored, just genuinely love this. Here's my honest take."
POST000217,@dev_90cyh,82964,6545,89509,#Tech #OpenSource #Startup #MachineLearning,21-11-2024,-0.948,Day 6 of my journey — here's what I learned today.
POST000218,@grind_ujqvo,3362,261,3623,#Marathon #WorkoutRoutine #HealthyLifestyle,18-01-2025,-0.641,Excited to share this with you all! Drop your thoughts below 👇
POST000219,@ai_y7k,131496,2271,133767,#DataScience #CloudComputing #SaaS #OpenSource #MachineLearning #Python,22-07-2024,0.4438,I tested this for 30 days. Here are the results 🔥
POST000220,@style_3se6,63544,3926,67470,#Sustainable #Streetwear #StyleTips #Vintage #Trending #FashionWeek,24-02-2025,0.4237,I tested this for 30 days. Here are the results 🔥
POST000221,@roam_pffq,46194,1557,47751,#Wanderlust #TravelPhotography #TravelBlogger #SoloTravel,10-06-2025,0.9073,Grateful for every one of you. Hit the link in bio for more!
POST000222,@lift_ec7i,2628,56,2684,#CrossFit #Yoga #PersonalTrainer #Gains #HealthyLifestyle,07-11-2025,-0.8186,"Behind the scenes of my latest project. Real work, real results."
POST000223,@cloud_khcfa,83158,3773,86931,#Python #OpenSource #DevOps,13-05-2025,0.4716,Day 17 of my journey — here's what I learned today.
POST000224,@dev_s60,230749,6350,237099,#AI #Python #Tech #SaaS #MachineLearning #Startup,19-04-2025,-0.0884,"Your questions, answered! Deep dive in the caption."
POST000225,@yummy_klqth,10554,562,11116,#HealthyEating #Foodie #FoodPhotography #MealPrep,20-05-2025,0.5502,"Behind the scenes of my latest project. Real work, real results."
POST000226,@vogue_qelt,10812,461,11273,#LuxuryFashion #Vintage #StyleInspo,04-03-2025,0.6152,Day 98 of my journey — here's what I learned today.
POST000227,@ai_e40q8,115608,7227,122835,#AI #Startup #MachineLearning,13-11-2025,0.7331,Grateful for every one of you. Hit the link in bio for more!
POST000228,@cook_hl3r,4506,60,4566,#EatLocal #RecipeOfTheDay #Vegan #HealthyEating #MealPrep #Yummy,06-04-2024,0.4259,"Behind the scenes of my latest project. Real work, real results."
POST000229,@run_6bf,25368,704,26072,#HealthyLifestyle #Marathon #Yoga #FitnessMotivation #GymLife #CrossFit,03-06-2024,-0.7752,This changed everything for me. Swipe to see the full story.
POST000230,@ai_ll99,60492,2116,62608,#MachineLearning #DataScience #OpenSource #DevOps #Startup #CloudComputing,16-12-2025,-0.3667,I tested this for 30 days. Here are the results 🔥
POST000231,@style_r64vy,14976,242,15218,#StyleInspo #LuxuryFashion #Vintage #FashionBlogger #StyleTips #OOTD,14-06-2024,-0.6304,I tested this for 30 days. Here are the results 🔥
POST000232,@gains_fl3k,31750,1158,32908,#Yoga #CrossFit #Gains,19-04-2025,0.8088,I tested this for 30 days. Here are the results 🔥
POST000233,@code_yi34if,61740,791,62531,#Python #OpenSource #DataScience #Startup #CloudComputing,28-10-2024,0.6841,"Not sponsored, just genuinely love this. Here's my honest take."
POST000234,@gym_s53,17472,649,18121,#Marathon #FitnessMotivation #CrossFit,02-02-2025,0.9005,Excited to share this with you all! Drop your thoughts below 👇
POST000235,@yummy_kct2q,5017,357,5374,#HomeCooking #FoodPhotography #Yummy #Vegan #HealthyEating #EatLocal,19-03-2024,0.3745,This changed everything for me. Swipe to see the full story.
POST000236,@eat_mikwm,9388,462,9850,#HealthyEating #FoodBlogger #HomeCooking,27-02-2025,0.3077,I tested this for 30 days. Here are the results 🔥
POST000237,@glam_oks4a6,67012,4585,71597,#Trending #StyleInspo #Streetwear #FashionWeek #LuxuryFashion #OOTD,21-09-2024,-0.7814,This is what most people get wrong about fashion.
POST000238,@fit_koe7,15483,802,16285,#HealthyLifestyle #CrossFit #FitFam #FitnessMotivation #Marathon #PersonalTrainer,16-02-2024,-0.6083,"Your questions, answered! Deep dive in the caption."
POST000239,@wander_r74,7789,283,8072,#SoloTravel #TravelPhotography #Adventure #DigitalNomad,14-05-2024,-0.9122,This changed everything for me. Swipe to see the full story.
POST000240,@saas_kfvzxx,97876,4257,102133,#Startup #DataScience #SaaS,02-06-2024,0.7285,Excited to share this with you all! Drop your thoughts below 👇
POST000241,@taste_6pl5nb,2105,122,2227,#Vegan #Foodie #EatLocal #Yummy #MealPrep #FoodPhotography,17-12-2025,-0.9793,POV: You finally figured out food. Life-changing.
POST000242,@fit_iy1hr,22171,1688,23859,#CrossFit #Marathon #HealthyLifestyle #Yoga #FitnessMotivation,18-12-2024,0.061,I tested this for 30 days. Here are the results 🔥
POST000243,@explore_ero6,16283,220,16503,#Wanderlust #Backpacker #DigitalNomad #Explore,24-07-2024,-0.4242,This is what most people get wrong about travel.
POST000244,@gym_plgf2,10194,669,10863,#Yoga #PersonalTrainer #Gains,06-08-2024,-0.04,Day 76 of my journey — here's what I learned today.
POST000245,@data_vh2,196070,2720,198790,#DevOps #CloudComputing #Tech #DataScience #Python,16-02-2025,-0.6274,This changed everything for me. Swipe to see the full story.
POST000246,@build_bsss7,70972,5463,76435,#DataScience #SaaS #MachineLearning #Tech #CloudComputing #OpenSource,26-10-2024,0.9465,"Not sponsored, just genuinely love this. Here's my honest take."
POST000247,@drift_0pn9v,15956,402,16358,#DigitalNomad #SoloTravel #Explore #Adventure #TravelPhotography #Backpacker,13-03-2024,-0.9256,Day 94 of my journey — here's what I learned today.
POST000248,@look_bfn,15255,408,15663,#StyleInspo #FashionBlogger #Vintage,15-05-2024,0.7366,This changed everything for me. Swipe to see the full story.
POST000249,@data_x3gguk,104483,2705,107188,#DevOps #Tech #SaaS #DataScience #MachineLearning,03-07-2024,0.4876,POV: You finally figured out tech. Life-changing.
POST000250,@code_i95346,111660,2530,114190,#MachineLearning #Python #Startup #DataScience #AI #CloudComputing,05-05-2025,-0.2754,Day 51 of my journey — here's what I learned today.
POST000251,@chic_7or7h,48576,3800,52376,#StyleInspo #Vintage #Sustainable,11-12-2024,0.8767,Day 20 of my journey — here's what I learned today.
POST000252,@cloud_go7z,141163,7554,148717,#Tech #SaaS #AI #OpenSource #DevOps #CloudComputing,10-07-2025,0.1271,I tested this for 30 days. Here are the results 🔥
POST000253,@tech_f6ytcm,42974,1385,44359,#Startup #DevOps #CloudComputing #AI,11-08-2025,-0.5166,POV: You finally figured out tech. Life-changing.
POST000254,@sweat_g6n968,11738,300,12038,#FitnessMotivation #GymLife #WorkoutRoutine #Yoga #PersonalTrainer,14-09-2024,0.3865,I tested this for 30 days. Here are the results 🔥
POST000255,@glam_kpwd,14834,1094,15928,#Vintage #LuxuryFashion #Streetwear,09-02-2025,0.465,Day 38 of my journey — here's what I learned today.
POST000256,@cloud_2p0d,93800,2760,96560,#MachineLearning #Python #CloudComputing,03-06-2024,-0.69,This changed everything for me. Swipe to see the full story.
POST000257,@wander_1y2je,21369,1305,22674,#HiddenGems #BudgetTravel #TravelPhotography #Backpacker #TravelBlogger,01-05-2025,0.6866,I tested this for 30 days. Here are the results 🔥
POST000258,@cloud_s5q,48312,814,49126,#DevOps #Startup #CloudComputing #SaaS #Tech #DataScience,04-12-2024,0.2349,"Behind the scenes of my latest project. Real work, real results."
POST000259,@tech_77u,141838,2119,143957,#DataScience #MachineLearning #DevOps #CloudComputing #AI #SaaS,05-02-2025,-0.2045,"Not sponsored, just genuinely love this. Here's my honest take."
POST000260,@build_izvli6,337087,12929,350016,#Tech #Python #OpenSource #CloudComputing #AI #DevOps,07-04-2025,-0.9772,"Not sponsored, just genuinely love this. Here's my honest take."
POST000261,@code_0a8nhp,118423,7964,126387,#AI #Startup #CloudComputing #OpenSource #DevOps #Tech,03-01-2024,-0.8719,"Your questions, answered! Deep dive in the caption."
POST000262,@trend_oi6,53398,2312,55710,#OOTD #Vintage #FashionWeek #Sustainable #StyleInspo,03-11-2024,0.1861,This changed everything for me. Swipe to see the full story.
POST000263,@eat_tqlvqo,4635,100,4735,#MealPrep #FoodBlogger #FoodPhotography #Foodie #Vegan #Yummy,06-05-2024,-0.0391,Grateful for every one of you. Hit the link in bio for more!
POST000264,@saas_muj4rj,181803,5757,187560,#OpenSource #SaaS #DataScience #CloudComputing #AI,07-02-2025,0.212,"Behind the scenes of my latest project. Real work, real results."
POST000265,@style_5brc51,101641,5321,106962,#StyleInspo #Trending #Vintage #Streetwear,22-03-2024,-0.1383,"Behind the scenes of my latest project. Real work, real results."
POST000266,@code_b6rj09,493803,24269,518072,#OpenSource #CloudComputing #MachineLearning #DevOps,05-08-2024,-0.4458,"Not sponsored, just genuinely love this. Here's my honest take."
POST000267,@sweat_9z9,53582,1616,55198,#Gains #FitnessMotivation #GymLife #PersonalTrainer #FitFam #Yoga,12-07-2024,-0.3686,"Behind the scenes of my latest project. Real work, real results."
POST000268,@explore_cfc4vg,8168,466,8634,#HiddenGems #TravelBlogger #Wanderlust #DigitalNomad #Backpacker #TravelPhotography,25-06-2024,0.5323,This changed everything for me. Swipe to see the full story.
