Handle,Bio_Text,Category_ID,Follower_Count,Following_Count,Engagement_Rate,Engagement,Profile_Pic_URL
@explore_y9hec,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,125355,2708,9.36,11733,https://static.wanderlust.io/profiles/travel_1175.jpg
@data_ztkkf,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1059834,639,11.98,126968,https://pbs.twimg.com/profile_images/tech_1176/photo.jpg
@fit_2irm,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,154498,561,10.09,15588,https://cdn.fitfluencer.com/profiles/fitness_1177.jpg
@sweat_wdl9,"Wellness coach | Holistic health | Mind, body & soul",CAT003,317994,1999,9.67,30750,https://cdn.fitfluencer.com/profiles/fitness_1178.jpg
@vogue_3c9xqy,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,251108,2247,14.31,35933,https://instagram.fcdn.com/fashion_1179/profile.jpg
@vogue_1es5,Model & content creator | Haute couture to everyday glam,CAT002,171636,802,18.54,31821,https://instagram.fcdn.com/fashion_1180/profile.jpg
@saas_f7i8,Full-stack developer | React & Node.js | Building scalable products,CAT001,1117395,691,7.66,85592,https://pbs.twimg.com/profile_images/tech_1181/photo.jpg
@saas_wwdx,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,848063,304,5.26,44608,https://pbs.twimg.com/profile_images/tech_1182/photo.jpg
@data_3bb,Full-stack developer | React & Node.js | Building scalable products,CAT001,1424865,1420,8.93,127240,https://pbs.twimg.com/profile_images/tech_1183/photo.jpg
@sweat_wb6txk,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,223926,6008,7.11,15921,https://cdn.fitfluencer.com/profiles/fitness_1184.jpg
@dev_foq,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,5000000,3093,5.68,284000,https://pbs.twimg.com/profile_images/tech_1185/photo.jpg
@run_049en,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,120753,2440,6.44,7776,https://cdn.fitfluencer.com/profiles/fitness_1186.jpg
@build_jid,Full-stack developer | React & Node.js | Building scalable products,CAT001,2888053,329,5.87,169528,https://pbs.twimg.com/profile_images/tech_1187/photo.jpg
@mode_8637,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,194436,2349,18.37,35717,https://instagram.fcdn.com/fashion_1188/profile.jpg
@code_9q5rdo,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,949592,1082,4.71,44725,https://pbs.twimg.com/profile_images/tech_1189/photo.jpg
@data_br5,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,876084,769,4.94,43278,https://pbs.twimg.com/profile_images/tech_1190/photo.jpg
@dev_ejnobb,Data scientist | ML researcher | Turning data into decisions,CAT001,500000,1929,7.83,39150,https://pbs.twimg.com/profile_images/tech_1191/photo.jpg
@foodie_s1k9ye,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,69314,1069,6.43,4456,https://cdn.foodieworld.com/users/food_1192/avatar.jpg
@taste_1hssb,Street food explorer | Eating my way around the world,CAT005,92242,2078,4.99,4602,https://cdn.foodieworld.com/users/food_1193/avatar.jpg
@build_vslw,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1688252,959,10.24,172877,https://pbs.twimg.com/profile_images/tech_1194/photo.jpg
@eat_vssru,Healthy meal prep guru | Clean eating made easy,CAT005,272603,4065,9.92,27042,https://cdn.foodieworld.com/users/food_1195/avatar.jpg
@dev_v20yar,Data scientist | ML researcher | Turning data into decisions,CAT001,839935,356,6.32,53083,https://pbs.twimg.com/profile_images/tech_1196/photo.jpg
@code_fyb8da,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1478455,104,8.25,121972,https://pbs.twimg.com/profile_images/tech_1197/photo.jpg
@ai_swq40z,Data scientist | ML researcher | Turning data into decisions,CAT001,1460789,1218,4.36,63690,https://pbs.twimg.com/profile_images/tech_1198/photo.jpg
@build_lg6mm1,Full-stack developer | React & Node.js | Building scalable products,CAT001,631068,2854,5.93,37422,https://pbs.twimg.com/profile_images/tech_1199/photo.jpg
@glam_ui9kk,Sustainable fashion advocate | Thrifted & curated looks,CAT002,304340,2762,13.81,42029,https://instagram.fcdn.com/fashion_1200/profile.jpg
@data_kut6o,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,871065,3220,5.85,50957,https://pbs.twimg.com/profile_images/tech_1201/photo.jpg
@gains_mpj,Marathon runner | Endurance training tips | Race day advice,CAT003,309198,1642,7.9,24426,https://cdn.fitfluencer.com/profiles/fitness_1202.jpg
@trend_7zewv,Sustainable fashion advocate | Thrifted & curated looks,CAT002,155570,642,10.42,16210,https://instagram.fcdn.com/fashion_1203/profile.jpg
@yummy_wboz,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,99954,300,7.36,7356,https://cdn.foodieworld.com/users/food_1204/avatar.jpg
@foodie_o75r,Street food explorer | Eating my way around the world,CAT005,107216,6588,8.17,8759,https://cdn.foodieworld.com/users/food_1205/avatar.jpg
@voyage_6du,Solo female traveler | Safety tips & inspiring journeys,CAT004,238784,1119,10.53,25143,https://static.wanderlust.io/profiles/travel_1206.jpg
@code_5g79or,Full-stack developer | React & Node.js | Building scalable products,CAT001,1032575,300,11.22,115854,https://pbs.twimg.com/profile_images/tech_1207/photo.jpg
@explore_7mq,Backpacker on a budget | Hostels & local food lover,CAT004,232029,996,7.1,16474,https://static.wanderlust.io/profiles/travel_1208.jpg
@glam_j3l0xz,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,382651,3894,14.29,54680,https://instagram.fcdn.com/fashion_1209/profile.jpg
@explore_g463,Solo female traveler | Safety tips & inspiring journeys,CAT004,57404,954,15.7,9012,https://static.wanderlust.io/profiles/travel_1210.jpg
@look_gfl,Sustainable fashion advocate | Thrifted & curated looks,CAT002,845732,1012,9.04,76454,https://instagram.fcdn.com/fashion_1211/profile.jpg
@glam_18k0ax,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,547522,203,11.13,60939,https://instagram.fcdn.com/fashion_1212/profile.jpg
@style_los6zl,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,768694,1224,8.75,67260,https://instagram.fcdn.com/fashion_1213/profile.jpg
@gains_whef0,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,92661,4988,14.16,13120,https://cdn.fitfluencer.com/profiles/fitness_1214.jpg
@build_1yv2,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1696844,3227,6.74,114367,https://pbs.twimg.com/profile_images/tech_1215/photo.jpg
@style_cts,Personal stylist | Helping you dress your best every day,CAT002,501883,2675,16.45,82559,https://instagram.fcdn.com/fashion_1216/profile.jpg
@data_ehuds3,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,649410,1593,4.35,28249,https://pbs.twimg.com/profile_images/tech_1217/photo.jpg
@grind_uyl,Certified personal trainer | Helping you crush your fitness goals,CAT003,234871,582,10.13,23792,https://cdn.fitfluencer.com/profiles/fitness_1218.jpg
@wander_ubmc,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,158298,2756,9.8,15513,https://static.wanderlust.io/profiles/travel_1219.jpg
@drift_kge,Backpacker on a budget | Hostels & local food lover,CAT004,165848,295,17.85,29603,https://static.wanderlust.io/profiles/travel_1220.jpg
@globe_q7nc85,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,150890,2158,17.6,26556,https://static.wanderlust.io/profiles/travel_1221.jpg
@fit_9oe9,Certified personal trainer | Helping you crush your fitness goals,CAT003,379124,5664,13.6,51560,https://cdn.fitfluencer.com/profiles/fitness_1222.jpg
@grind_t3imj7,"Wellness coach | Holistic health | Mind, body & soul",CAT003,84501,337,14.78,12489,https://cdn.fitfluencer.com/profiles/fitness_1223.jpg
@cloud_icv,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,500000,1398,3.29,16450,https://pbs.twimg.com/profile_images/tech_1224/photo.jpg
@vogue_ibp,Personal stylist | Helping you dress your best every day,CAT002,501481,9930,16.06,80537,https://instagram.fcdn.com/fashion_1225/profile.jpg
@run_f9i,"Wellness coach | Holistic health | Mind, body & soul",CAT003,240263,1565,12.54,30128,https://cdn.fitfluencer.com/profiles/fitness_1226.jpg
@sweat_i59so,Yoga instructor | Mindful movement | Online classes available,CAT003,256266,3192,8.19,20988,https://cdn.fitfluencer.com/profiles/fitness_1227.jpg
@code_ubmxns,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,3866533,879,8.01,309709,https://pbs.twimg.com/profile_images/tech_1228/photo.jpg
@mode_1r4k,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,502490,1968,9.79,49193,https://instagram.fcdn.com/fashion_1229/profile.jpg
@foodie_8ueihx,Healthy meal prep guru | Clean eating made easy,CAT005,44179,742,8.45,3733,https://cdn.foodieworld.com/users/food_1230/avatar.jpg
@eat_bnvb,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,366955,2233,2.74,10054,https://cdn.foodieworld.com/users/food_1231/avatar.jpg
@trend_r5l8,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,409297,783,17.66,72281,https://instagram.fcdn.com/fashion_1232/profile.jpg
@voyage_016,Backpacker on a budget | Hostels & local food lover,CAT004,325169,334,17.31,56286,https://static.wanderlust.io/profiles/travel_1233.jpg
@chef_t1nt,Pastry chef | Baking tutorials | Dessert lover,CAT005,36894,1399,7.63,2815,https://cdn.foodieworld.com/users/food_1234/avatar.jpg
@sweat_q201lh,Yoga instructor | Mindful movement | Online classes available,CAT003,91326,1284,7.62,6959,https://cdn.fitfluencer.com/profiles/fitness_1235.jpg
@vogue_0atv,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,388309,1653,8.55,33200,https://instagram.fcdn.com/fashion_1236/profile.jpg
@glam_iuit7,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,729173,1765,11.54,84146,https://instagram.fcdn.com/fashion_1237/profile.jpg
@mode_q0mftg,Personal stylist | Helping you dress your best every day,CAT002,1364606,2202,17.16,234166,https://instagram.fcdn.com/fashion_1238/profile.jpg
@tech_8y1,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,678974,3661,11.62,78896,https://pbs.twimg.com/profile_images/tech_1239/photo.jpg
@bite_zas,Pastry chef | Baking tutorials | Dessert lover,CAT005,68080,438,8.74,5950,https://cdn.foodieworld.com/users/food_1240/avatar.jpg
@build_atoazt,Full-stack developer | React & Node.js | Building scalable products,CAT001,1250524,483,8.56,107044,https://pbs.twimg.com/profile_images/tech_1241/photo.jpg
@look_36ddfg,Personal stylist | Helping you dress your best every day,CAT002,453776,266,14.03,63664,https://instagram.fcdn.com/fashion_1242/profile.jpg
@saas_c8qizk,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1166767,1332,10.34,120643,https://pbs.twimg.com/profile_images/tech_1243/photo.jpg
@tech_onr,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,1225674,2192,11.93,146222,https://pbs.twimg.com/profile_images/tech_1244/photo.jpg
@vogue_xl9967,Sustainable fashion advocate | Thrifted & curated looks,CAT002,1035248,238,8.99,93068,https://instagram.fcdn.com/fashion_1245/profile.jpg
@look_j7yktx,Sustainable fashion advocate | Thrifted & curated looks,CAT002,950414,377,18.82,178867,https://instagram.fcdn.com/fashion_1246/profile.jpg
@ai_1zoc,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,1487428,1309,3.14,46705,https://pbs.twimg.com/profile_images/tech_1247/photo.jpg
@cook_ytn02y,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,34381,1700,3.92,1347,https://cdn.foodieworld.com/users/food_1248/avatar.jpg
@gains_dic,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,181084,2174,12.45,22544,https://cdn.fitfluencer.com/profiles/fitness_1249.jpg
@cloud_bj9rm,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2191421,5125,11.59,253985,https://pbs.twimg.com/profile_images/tech_1250/photo.jpg
@cloud_1ki,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,819108,1367,4.67,38252,https://pbs.twimg.com/profile_images/tech_1251/photo.jpg
@grind_0lda,Yoga instructor | Mindful movement | Online classes available,CAT003,164249,684,7.68,12614,https://cdn.fitfluencer.com/profiles/fitness_1252.jpg
@gains_egq,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,182306,1802,8.6,15678,https://cdn.fitfluencer.com/profiles/fitness_1253.jpg
@tech_mdv,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1915003,2869,6.67,127730,https://pbs.twimg.com/profile_images/tech_1254/photo.jpg
@drift_20u9is,Backpacker on a budget | Hostels & local food lover,CAT004,523657,1073,7.14,37389,https://static.wanderlust.io/profiles/travel_1255.jpg
@saas_jfgjk,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1784260,1506,4.53,80826,https://pbs.twimg.com/profile_images/tech_1256/photo.jpg
@ai_vhdk8l,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,500000,4057,5.27,26350,https://pbs.twimg.com/profile_images/tech_1257/photo.jpg
@drift_kvzr,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,142503,2617,11.84,16872,https://static.wanderlust.io/profiles/travel_1258.jpg
@saas_82lk2n,Data scientist | ML researcher | Turning data into decisions,CAT001,2752758,762,11.72,322623,https://pbs.twimg.com/profile_images/tech_1259/photo.jpg
@code_8qz,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,579775,6312,11.98,69457,https://pbs.twimg.com/profile_images/tech_1260/photo.jpg
@style_yfkjfp,Streetwear & sneaker culture | Drops every Tuesday,CAT002,157144,1060,17.98,28254,https://instagram.fcdn.com/fashion_1261/profile.jpg
@yummy_ut75pb,Pastry chef | Baking tutorials | Dessert lover,CAT005,57689,612,5.59,3224,https://cdn.foodieworld.com/users/food_1262/avatar.jpg
@wander_1xm,Backpacker on a budget | Hostels & local food lover,CAT004,349356,2362,13.53,47267,https://static.wanderlust.io/profiles/travel_1263.jpg
@voyage_8l2ddh,Backpacker on a budget | Hostels & local food lover,CAT004,156778,2632,7.49,11742,https://static.wanderlust.io/profiles/travel_1264.jpg
@ai_nqyyf9,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,4555281,3252,8.02,365333,https://pbs.twimg.com/profile_images/tech_1265/photo.jpg
@dev_30m,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1384948,572,5.66,78388,https://pbs.twimg.com/profile_images/tech_1266/photo.jpg
@yummy_mdzqcb,Restaurant reviewer | Honest takes | Your city food guide,CAT005,36927,2171,8.27,3053,https://cdn.foodieworld.com/users/food_1267/avatar.jpg
@data_yf9,Data scientist | ML researcher | Turning data into decisions,CAT001,1405862,411,3.2,44987,https://pbs.twimg.com/profile_images/tech_1268/photo.jpg
@code_u8iog,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,4164049,3311,4.57,190297,https://pbs.twimg.com/profile_images/tech_1269/photo.jpg
@explore_qpah,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,227378,2974,7.32,16644,https://static.wanderlust.io/profiles/travel_1270.jpg
@run_nhey,Marathon runner | Endurance training tips | Race day advice,CAT003,123204,588,10.77,13269,https://cdn.fitfluencer.com/profiles/fitness_1271.jpg
@taste_wvm4w3,Restaurant reviewer | Honest takes | Your city food guide,CAT005,26509,1245,9.73,2579,https://cdn.foodieworld.com/users/food_1272/avatar.jpg
@trend_yli,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,365198,1566,19.02,69460,https://instagram.fcdn.com/fashion_1273/profile.jpg
@gym_pengwy,"Wellness coach | Holistic health | Mind, body & soul",CAT003,155896,469,8.73,13609,https://cdn.fitfluencer.com/profiles/fitness_1274.jpg
@build_flqbm,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,2795275,584,7.99,223342,https://pbs.twimg.com/profile_images/tech_1275/photo.jpg
@cloud_orzpgu,Data scientist | ML researcher | Turning data into decisions,CAT001,707161,8144,4.23,29912,https://pbs.twimg.com/profile_images/tech_1276/photo.jpg
@gym_gq01t,Certified personal trainer | Helping you crush your fitness goals,CAT003,238243,1526,5.33,12698,https://cdn.fitfluencer.com/profiles/fitness_1277.jpg
@data_1ph,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,884936,2705,4.03,35662,https://pbs.twimg.com/profile_images/tech_1278/photo.jpg
@look_k9qm,Model & content creator | Haute couture to everyday glam,CAT002,163287,1014,16.83,27481,https://instagram.fcdn.com/fashion_1279/profile.jpg
@wander_h0y4,Solo female traveler | Safety tips & inspiring journeys,CAT004,190949,1347,11.83,22589,https://static.wanderlust.io/profiles/travel_1280.jpg
@sweat_232u,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,88352,2284,9.28,8199,https://cdn.fitfluencer.com/profiles/fitness_1281.jpg
@roam_9ku8s,Backpacker on a budget | Hostels & local food lover,CAT004,284987,2197,13.57,38672,https://static.wanderlust.io/profiles/travel_1282.jpg
@cloud_95e,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,500000,1045,4.22,21100,https://pbs.twimg.com/profile_images/tech_1283/photo.jpg
